ans_str,query_str,ans_str_span,idx_of_ans,idx_of_qns
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what are health risk notices?,hrns,59,1378
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what is a health risk notice?,hrns,59,1379
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what are health risks notices based upon?,their tracetogether history,59,1380
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what could travellers receive when receiving the hrn?,commentated close contacts,59,1381
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what is the term for health risk notices?,hrns,59,1382
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what can travellers be served with in terms of health risk notices?,health risk notices,59,1383
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what is it called when travellers would go through protocol 3?,protocol 3,59,1384
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what might travellers be served health risk notices based on?,their tracetogether history,59,1385
"Travellers may be served Health Risk Notices (HRNs) based on their TraceTogether history, and declared close contacts (e.g. household members, roommates in the case of hotels) of COVID-19 cases. Upon receiving the HRN, travellers should return to their hotel rooms immediately and purchase Antigen Rapid Test (ART) kits preferably through contactless means (e.g. via online stores, delivery apps, or from the hotel) or from pharmacies/drugstores around Singapore. In line with Protocol 3 , they should only leave their hotel rooms if their ART test results are negative.&nbsp;",what should travellers do once their hotels receive the hrn?,return to their hotel rooms immediately,59,1386
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what do you test positive for?,home recovery programme,60,1387
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.","when you test positive for covid-19, what must you do? ",test yourself with an art self-test,60,1388
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.","if you test positive for covid-19, do you have to test?",home recovery programme (hrp),60,1389
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what are the days counted starting with the day you first tested positive as? ,day 1,60,1390
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what is the definition of a safety measure when testing positive for covid-19?,home recovery programme,60,1391
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.","if you test negative, what do you do to get to your good self-test at home? ",take an antigen rapid test (art).,60,1392
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what does protocol 1 refer to you?,you are unwell see a doctor,60,1393
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.","if you test negative for covid-19, you can test positive for what?",home recovery programme (hrp),60,1394
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what does protocol 1 stand for?,home recovery programme,60,1395
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.","after you test positive for covid-19, what's the next step?",day 1,60,1396
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what protocol does protocol 1 mean?,you are unwell see a doctor,60,1397
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what would you test positive for covid-19? ,home recovery programme,60,1398
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what is hrp?,home recovery programme,60,1399
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.","what protocol does protocol 1: ""you are unwell see a doctor?","protocol 1: "" you are unwell see a doctor.",60,1400
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",what happens in protocol 1?,you are unwell see a doctor,60,1401
"Protocol 1: You are unwell  See a doctor. If you test positive for COVID-19: You will either be placed on the Home Recovery Programme (HRP) by default, or if your home environment is not suitable, you can recover at the appropriate care facilities. If you are suitable to recover at home, self-isolate for first 72 hours from your positive test result and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1.&nbsp; A recovery memo will be issued to you on Day 7/14 depending on your vaccination status and age.  Protocol 2: You are well but tested positive for COVID-19  Self-isolate at home for at least 72 hours and take an Antigen Rapid Test (ART).&nbsp; You may exit self-isolation (a) if you test negative on an ART self-administered, or (b) on Day 7 (if fully vaccinated or below 12 years old) or Day 14 (if unvaccinated/partially vaccinated and aged 12 and above) without a need to test, whichever is earlier.  Days are counted starting with the day you first tested positive as Day 1. If you become unwell at any time, such as high fever or breathlessness, see a doctor.  Protocol 3: You are identified as a close contact of an infected person  You will be placed on Health Risk Notice (HRN). Test yourself with an Antigen Rapid Test (ART) self-test on the day you receive the HRN SMS. If you test negative: Continue with normal activities for the day. For subsequent days, i.e. Day 2 to 5, you should test ART negative on same day before going out. If you test positive on any of these ART tests, follow Protocol 2 above. On Day 5, you must test yourself with an ART self-test: If the test is negative, you may resume normal activities. There is no need for further tests.",how many hours must you test negative on an art self-administered at home?,72 hours,60,1402
